[8.59377765 6.44741871 1.7130036 ],[1.]
[8.39326761 0.9955678  6.0001997 ],[1.]
[2.79661856 0.85917593 9.96798627],[0.]
[0.73592299 2.27890124 7.72046393],[0.]
[6.38840077 5.09749801 5.61911089],[1.]
[6.02281769 4.95149617 2.7587623 ],[1.]
[7.06431402 4.79050085 7.15948633],[1.]
[9.7004876  6.4492825  0.81638246],[1.]
[1.15981738 5.58989366 3.86172319],[0.]
[2.36027096 5.37866751 1.50514315],[0.]
[3.40376545 6.00875888 9.55097146],[1.]
[2.69622944 1.08023168 2.36736893],[0.]
[5.17448596 6.4107009  2.45027855],[1.]
[1.44294891 9.51602381 4.76854442],[1.]
[7.11269046 9.24480655 3.12754339],[1.]
[5.3712933  5.41648423 2.42303039],[1.]
[2.92783258 4.97081682 3.31354507],[0.]
[5.67639745 7.04551305 1.48076605],[1.]
[0.11792871 0.89667893 4.79113472],[0.]
[9.89380905 7.27981761 6.25372576],[1.]
[6.7768374  1.67148056 4.95654502],[1.]
[5.80902445 0.36559049 5.32798276],[0.]
[6.01071801 6.09703661 8.93167851],[1.]
[6.14331127 0.76335093 3.23929049],[0.]
[0.3369113  0.10072706 2.83675639],[0.]
[9.17834758 0.98069514 0.33830851],[1.]
[5.1669596  7.04472285 3.57974659],[1.]
[8.44261804 5.80019839 3.23698897],[1.]
[3.3157526  6.17490627 8.32757213],[1.]
[5.31203767 0.42574043 8.35533051],[0.]
[9.07993961 3.08335687 7.69583534],[1.]
[1.91351292 9.12190179 0.20431906],[1.]
[4.23246968 3.14941061 4.07250469],[0.]
[0.12821389 4.01635893 3.10085024],[0.]
[8.90016672 9.31582916 4.79391599],[1.]
[3.38999623 0.92968773 0.35050105],[0.]
[7.10944309 3.98996621 8.36755676],[1.]
[8.34820785 7.28743185 3.33699121],[1.]
[1.47872388 5.39105486 8.58629345],[0.]
[2.57055796 8.73225543 5.04573477],[1.]
[0.9014285  7.76320187 9.58080728],[1.]
[4.3254076  7.54198098 3.94312659],[1.]
[3.0274053  5.10101059 5.08469431],[1.]
[1.52584445 1.95818339 8.9638006 ],[0.]
[3.54858209 3.0626328  2.62805446],[0.]
[9.74445343 2.60958167 2.81096168],[1.]
[9.19940173 4.33317852 9.74251835],[1.]
[6.61343082 7.18947888 4.39957659],[1.]
[0.13880802 6.32457063 5.10911002],[0.]
[3.25198774 3.47271927 8.46110764],[0.]
[5.25530199 1.3054102  5.9793964 ],[0.]
[2.20846933 1.95333562 3.18914739],[0.]
[8.23028585 4.20288889 3.02267943],[1.]
[6.84007774 6.0805527  3.89177063],[1.]
[9.522109   6.0391924  2.97552218],[1.]
[4.77870788 7.93207913 7.69667727],[1.]
[3.90330708 6.36818319 6.23729937],[1.]
[0.77025362 9.03378413 3.42913368],[1.]
[9.90164312 9.03687976 5.62599713],[1.]
[5.86784188 5.29374676 9.75921036],[1.]
[2.30725397 8.55166402 4.84490318],[1.]
[1.50983397 4.21031858 2.25368294],[0.]
[1.6245219  5.68065107 4.51896951],[0.]
[0.96381612 3.99395972 9.62187453],[0.]
[5.58861911 0.55037264 4.1296349 ],[0.]
[8.63561092 1.32854781 4.05702792],[1.]
[1.71683534 0.46771208 7.93478704],[0.]
[2.38875822 9.96802776 7.44057228],[1.]
[5.43981666 7.12684557 6.73846833],[1.]
[8.91937796 7.39839245 0.33895161],[1.]
[2.65969506 0.9461728  0.14988456],[0.]
[0.77824402 2.73648697 8.79106205],[0.]
[5.32306585 6.12310989 4.34050655],[1.]
[3.26377354 6.05738198 9.1849852 ],[1.]
[5.74958954 0.62531179 1.26141991],[0.]
[8.17092127 0.74529739 7.92243473],[1.]
[5.47555153 9.99779853 1.07512471],[1.]
[8.08020066 2.31347806 6.6623763 ],[1.]
[9.9616494  6.94360796 8.82230707],[1.]
[1.59801399 6.58660456 3.43728716],[1.]
[1.22077468 9.72239953 9.74156208],[1.]
[7.37990777 1.67605855 7.675345  ],[1.]
[3.98454154 2.810718   9.22192916],[0.]
[2.58815507 8.61818386 8.46204752],[1.]
[4.64450671 6.4099228  5.05480296],[1.]
[7.60195964 0.65188278 3.59926059],[1.]
[8.92629956 9.15289823 9.99385932],[1.]
[8.08613064 1.20810547 7.12571627],[1.]
[3.80111683 5.08014804 5.23623964],[1.]
[7.5668595  5.41025166 1.18028712],[1.]
[5.3943406  4.59261063 1.71278544],[1.]
[0.1417782  8.42271667 7.22685896],[1.]
[5.24395389 2.26879356 4.53651359],[0.]
[2.21332168 6.15699374 7.9804287 ],[1.]
[1.57793973 0.2370174  4.08264985],[0.]
[0.14906812 0.97187646 5.31457638],[0.]
[9.77276218 7.39679771 9.2079772 ],[1.]
[1.47620783 3.12991781 8.94739111],[0.]
[8.44266873 0.41263391 3.7701535 ],[1.]
[7.48373699 5.1991505  4.89972905],[1.]
[6.51866808 3.41284486 6.82073738],[1.]
[7.08589573 5.62940696 0.40376583],[1.]
[3.36977976 1.24334422 2.55068102],[0.]
[9.30109552 6.09161907 6.28032039],[1.]
[0.76603721 6.68138124 2.71458423],[0.]
[9.63217545 0.4885329  7.31458889],[1.]
[1.57494987 7.74434844 2.44521021],[1.]
[8.96985821 9.66274112 9.82074038],[1.]
[1.97933485 9.90431804 1.94215206],[1.]
[8.51289766 2.90028062 4.8692233 ],[1.]
[6.28898676 7.1718157  2.14516244],[1.]
[3.82931755 0.17421076 4.48064514],[0.]
[3.09295815 6.32574719 1.75155406],[1.]
[5.29811219 9.93530865 8.44828473],[1.]
[4.17139106 3.84544409 6.79544506],[1.]
[6.29332765 4.71504705 5.22960911],[1.]
[4.58385948 0.77813169 7.77799557],[0.]
[2.91815767 8.34829715 0.2641805 ],[1.]
[6.83661193 3.50975052 3.5410219 ],[1.]
[9.75423456 2.97873037 5.89824711],[1.]
[7.53399062 5.00686936 1.28815822],[1.]
[6.29677214 1.93512251 9.1577345 ],[1.]
[3.85111881 0.63223826 3.57984923],[0.]
[2.45778877 0.81495039 1.33213452],[0.]
[7.06854735 3.17306823 0.65051057],[1.]
[2.83764228 5.00570207 4.10684739],[0.]
[4.85401697 7.13293252 8.22037935],[1.]
[3.21733152 8.69176975 7.7828041 ],[1.]
[5.64485407 4.04074043 4.17537875],[1.]
[3.52932585 1.4057096  7.94291831],[0.]
[3.95513795 4.60332783 2.05865385],[1.]
[6.25908252 6.33968749 5.06557289],[1.]
[0.97136121 7.22014191 6.29318916],[1.]
[1.00632373 8.46476039 3.66271844],[1.]
[3.06723781 1.41112198 7.7590116 ],[0.]
[1.15851978 0.09856752 5.00734538],[0.]
[9.79837574 8.54967022 3.40558189],[1.]
[8.92917783 0.31206443 0.24679847],[1.]
[3.11558915 7.24395901 4.06971833],[1.]
[8.73908553 6.87022874 2.00214073],[1.]
[5.21429227 3.55580841 1.55608609],[1.]
[5.61965278 0.58895014 5.78436865],[0.]
[0.9057144  3.70812637 5.18133921],[0.]
[0.31861027 7.59404443 4.31415271],[0.]
[4.81356443 7.17264101 8.69024556],[1.]
[7.28020496 8.04352035 0.51040388],[1.]
[8.79114422 5.84426986 9.23928329],[1.]
[5.85577877 2.46874073 9.33276544],[1.]
[1.69337691 3.98401948 2.4765845 ],[0.]
[9.88467465 5.90931404 3.01274419],[1.]
[6.78394792 7.5556359  1.24416738],[1.]
[5.56540419 5.2954024  5.12512955],[1.]
[0.80930876 7.15188406 3.36897514],[0.]
[6.17188072 1.76766121 0.59440966],[0.]
[8.5683454  4.09638777 2.51436907],[1.]
[0.07352742 6.37161141 4.35686423],[0.]
[9.7032904  5.79661132 2.05375783],[1.]
[0.31575153 6.07111521 7.90588479],[0.]
[1.36151715 0.12388532 5.72387467],[0.]
[5.25456844 5.715433   1.64662381],[1.]
[3.81800165 5.97656913 1.08343438],[1.]
[2.31043484 9.58324821 5.17126402],[1.]
[3.65478479 4.50384963 6.61917974],[1.]
[3.47893022 2.85079634 5.99383039],[0.]
[8.88944416 1.71919129 7.73421184],[1.]
[7.07102478 4.54154179 6.99766575],[1.]
[1.47382607 0.24681977 0.16324045],[0.]
[8.20476048 3.63493116 9.43929418],[1.]
[3.62863388 2.30728366 6.75828317],[0.]
[1.19583276 0.30359952 0.27032105],[0.]
[3.66663447 8.66026435 1.70213106],[1.]
[3.63134711 6.09694141 3.53696765],[1.]
[3.2878253  3.58759664 2.6195471 ],[0.]
[1.74947865 4.71223491 5.15010922],[0.]
[8.31089563 5.39794954 8.06654209],[1.]
[1.83725145 1.6195434  2.81819353],[0.]
[6.63027576 2.44084863 1.39766707],[1.]
[5.23372386 2.74270947 3.67298527],[0.]
[3.91145598 3.70589537 7.8082107 ],[0.]
[2.16135223 9.81590435 6.17542987],[1.]
[8.02889868 8.29186579 9.87169751],[1.]
[5.87385487 6.74439445 5.12027501],[1.]
[7.79608463 0.34307564 5.04272432],[1.]
[9.76263178 1.59232678 5.66550778],[1.]
[4.44530663 4.94003665 3.55368037],[1.]
[9.4295681  6.78691438 0.42320302],[1.]
[4.57749812 4.45882806 3.66147001],[1.]
[0.77935204 6.66231893 4.60972492],[0.]
[9.89448949 2.58274126 6.81976136],[1.]
[2.22024487 3.88091189 4.98902286],[0.]
[4.38863933 4.01495484 3.12172162],[1.]
[4.32349894 5.70166239 9.4200142 ],[1.]
[4.64466214 9.22898459 2.83694569],[1.]
[4.68838262 1.57807922 0.08906088],[0.]
[4.91161405 5.61665205 7.9803144 ],[1.]
[1.21874347 9.23068434 1.8294214 ],[1.]
[3.46010445 4.77695935 0.00750203],[1.]
[0.07247497 5.9748744  1.97992739],[0.]
[6.71181163 2.48006325 8.77134149],[1.]
[0.46304139 5.89616432 2.5128062 ],[0.]
[8.17663337 0.75227609 6.74019615],[1.]
[0.59923283 9.75188092 3.15636715],[1.]
[5.96230591 7.95290993 9.50319201],[1.]
[1.9593652  4.1776092  5.82682691],[0.]
[6.39444577 2.99776665 1.78419661],[1.]
[0.11272196 5.86161173 4.92399713],[0.]
[4.72409622 5.76247437 5.57921904],[1.]
[6.34638404 2.01625202 4.60430157],[1.]
[2.71573783 5.42153304 8.25455437],[1.]
[4.31554745 3.9018713  8.03478012],[1.]
[8.1055806  6.40024495 6.5650589 ],[1.]
[1.97817025 7.32563533 2.54532842],[1.]
[8.3104293  3.41916916 3.30895068],[1.]
[0.32947875 2.96601104 1.39391858],[0.]
[2.27065336 3.06806219 7.21334791],[0.]
[2.46119177 5.4100577  3.76071306],[0.]
[8.70535942 4.18990055 2.73128598],[1.]
[6.1545673  4.30903829 3.73823751],[1.]
[3.55484962 4.38266923 0.69823309],[0.]
[6.20990933 7.06638341 9.31073133],[1.]
[0.27183904 6.89871044 6.62760758],[0.]
[7.7818896  3.30084149 8.03101392],[1.]
[5.01940755 7.86834201 8.6122111 ],[1.]
[6.49425354 8.42713472 2.7305403 ],[1.]
[9.30600319 5.83200995 0.95854582],[1.]
[4.71215883 6.6023494  2.94772654],[1.]
[6.41882986 0.78967205 2.00356865],[0.]
[5.60931351 8.04256453 9.09884285],[1.]
[9.94799246 7.36805976 9.34475928],[1.]
[0.61018182 5.15876917 8.49356447],[0.]
[1.27809426 4.41469669 0.2456446 ],[0.]
[9.51560925 1.17711536 6.18659581],[1.]
[3.83048441 6.69318236 8.2934759 ],[1.]
[7.38680296 0.74914401 9.74751351],[1.]
[2.59051738 5.75397304 5.88978245],[1.]
[4.0668526  9.01701658 6.27796854],[1.]
[8.58960155 9.03093175 9.18325139],[1.]
[7.70775043 2.64695872 5.0580479 ],[1.]
[8.0453476  5.95798976 3.53235185],[1.]
[3.13402136 8.14273163 2.61810513],[1.]
[9.80332124 2.34572623 5.19450759],[1.]
[4.22223267 5.36747652 6.21747512],[1.]
[0.58853952 2.03044631 8.6832983 ],[0.]
[7.86232508 5.3137672  3.07909122],[1.]
[9.78614519 1.89542613 1.13901443],[1.]
[8.46868106 2.32430033 6.13085302],[1.]
[6.23356696 5.85686627 0.22686803],[1.]
[8.3158507  3.65896461 3.74051688],[1.]
[4.75313768 7.1894899  1.10493717],[1.]
[2.71382529 9.2280893  4.81225367],[1.]
[2.76099185 9.22319386 2.2981806 ],[1.]
[4.28967212 7.59354786 4.03094953],[1.]
[2.4203435  9.30560572 2.48591593],[1.]
[6.46756898 3.88232282 0.62649929],[1.]
[2.20295694 3.12716516 2.07890513],[0.]
[8.70016768 7.51827185 0.28532871],[1.]
[2.68056178 6.98724022 5.03806955],[1.]
[3.03673073 2.22916773 5.93117065],[0.]
[2.81542374 5.91933149 1.98827135],[1.]
[0.49770383 3.15126008 5.13789803],[0.]
[7.72484112 3.51739877 5.8617168 ],[1.]
[1.5003783  3.24271609 3.9598948 ],[0.]
[6.52375315 5.17448021 5.8608212 ],[1.]
[5.12223869 1.92087425 7.23263129],[0.]
[8.47890896 4.74734386 4.67797374],[1.]
[0.39569816 3.27217038 5.95515363],[0.]
[9.88423083 4.92309755 8.5616257 ],[1.]
[7.10746483 2.67210217 4.28577522],[1.]
[9.78932731 3.6691471  8.25725596],[1.]
[9.70257622 3.98561429 0.64218898],[1.]
[7.72191725 2.16347203 8.90662427],[1.]
[8.94548516 8.17454742 5.48022196],[1.]
[4.49424226 4.96849335 2.35911398],[1.]
[4.37785146 3.15585579 8.13327654],[0.]
[8.65459903 2.89330032 2.71934277],[1.]
[8.06877294 2.31442399 5.65292682],[1.]
[1.88956995 8.98579343 0.88139952],[1.]
[9.23371899 7.85220137 6.83306913],[1.]
[4.6699246  6.57498331 0.94636434],[1.]
[0.96345043 1.15381666 2.52169969],[0.]
[6.9523139  7.38630154 7.94452029],[1.]
[9.22145846 1.29609667 4.7812935 ],[1.]
[0.09140667 9.48262183 7.02108744],[1.]
[6.77800214 8.3181097  9.46270748],[1.]
[6.12916251 8.55130944 1.61070443],[1.]
[8.80541217 2.7151015  8.8712863 ],[1.]
[7.15028712 7.82217093 0.40262839],[1.]
[0.1865024  5.81539811 0.07842627],[0.]
[1.56410614 8.29705599 4.56161299],[1.]
[8.881303   5.58243516 4.08717207],[1.]
[2.7839946  8.36737617 9.36751528],[1.]
[3.93884588 4.76446938 1.88232952],[1.]
[9.38428104 5.11850139 3.2524371 ],[1.]
[4.50729722 9.46270701 3.77981558],[1.]
[6.47257194 4.82250316 9.31681973],[1.]
[1.6114508  2.97235417 4.8744781 ],[0.]
[8.12152916 2.68222274 8.67933243],[1.]
[4.73389379 1.27291775 9.28286205],[0.]
[4.28345986 0.15005161 4.75539439],[0.]
[9.73675841 5.35819166 4.5191642 ],[1.]
[2.96066735 2.96049587 5.94085193],[0.]
[9.253877   2.37751771 7.14885854],[1.]
[0.78115133 3.52238369 8.48339851],[0.]
[7.28279422 1.68494049 6.6265673 ],[1.]
[5.23719064 6.10210955 9.50518218],[1.]
[1.75061753 7.20779383 9.35538721],[1.]
[0.50949173 5.29286805 3.54010208],[0.]
[9.10032973 7.40265243 2.52066116],[1.]
[6.27870201 7.41692973 0.77940568],[1.]
[6.23202947 1.1631139  3.21994982],[0.]
[2.89860978 7.1277739  7.54995033],[1.]
[9.70858775 0.09520009 1.04496125],[1.]
[8.9533874  1.70880188 5.6223771 ],[1.]
[5.13783068 6.11857829 1.63972263],[1.]
[9.49635197 1.72891138 4.92662863],[1.]
[9.73227056 2.2648811  2.79449856],[1.]
[0.0481286  1.28882989 2.8992348 ],[0.]
[3.88614119 6.99584465 4.64759064],[1.]
[6.19137172 5.17654476 5.52114899],[1.]
[1.86624523 1.0550093  0.14469288],[0.]
[7.24201719 8.13660847 0.66615115],[1.]
[8.32695027 0.50593558 5.93534484],[1.]
[4.66492801 7.93611718 9.10646515],[1.]
[3.92969625 3.79116064 8.90398062],[0.]
[8.42296229 9.96646378 0.6429922 ],[1.]
[2.42824814 0.17942163 9.82819004],[0.]
[0.06866065 4.70683218 5.09435857],[0.]
[1.54383625 6.06607407 4.17458895],[0.]
[5.79573004 6.31747089 3.81876382],[1.]
[9.27652742 4.79125459 9.46058028],[1.]
[2.55654936 9.08785119 6.45938778],[1.]
[1.24388077 0.10261602 3.01780396],[0.]
[6.39360056 8.2556809  5.60451689],[1.]
[6.51793394 8.7102938  7.61908941],[1.]
[0.17786117 2.79071198 5.15609319],[0.]
[6.21932598 3.98260244 7.6768145 ],[1.]
[0.50753224 5.45635776 2.45589043],[0.]
[5.08473269 4.75773206 5.38105318],[1.]
[1.12080435 9.52976775 5.14349852],[1.]
[8.01095077 2.36960202 5.69790178],[1.]
[2.92537005 9.84325703 9.54690648],[1.]
[2.64389731 3.35800189 1.59828162],[0.]
[4.44859911 3.75759619 3.49189937],[1.]
[5.63308761 8.83033422 0.22116367],[1.]
[1.15909626 6.12334596 0.09687798],[0.]
[7.23946132 4.06169225 1.98962839],[1.]
[4.73470655 8.08179366 3.04433719],[1.]
[0.05682498 8.60399017 0.95418987],[1.]
[2.62652044 3.79969032 4.86016444],[0.]
[3.58986809 8.52320184 1.17328761],[1.]
[6.48120602 0.53139321 8.6996014 ],[0.]
[6.68757949 6.83733947 3.36777322],[1.]
[0.93772636 4.06845255 1.54702457],[0.]
[0.4802904  1.52725845 0.06386785],[0.]
[9.94868625 4.74792847 2.91569736],[1.]
[4.63399898 6.01478376 6.17417304],[1.]
[0.52858626 7.8484923  5.85743708],[1.]
[8.01285911 0.02116554 9.3596256 ],[1.]
[9.06728856 5.45165525 8.35445689],[1.]
[2.67694775 3.9148685  6.6242079 ],[0.]
[3.20832051 4.14736881 2.24488761],[0.]
[2.24462496 9.20368628 7.04492527],[1.]
[9.74150614 5.40987374 1.80503087],[1.]
[4.6188082  8.97305865 2.78565481],[1.]
[4.18075993 1.7016064  4.83409092],[0.]
[0.43863452 6.59898391 9.23594389],[0.]
[2.81989674 3.7155385  1.07758286],[0.]
[4.00938816 8.68840941 7.00856711],[1.]
[6.36886889 9.23473773 2.39846889],[1.]
[4.29130484 0.61250543 5.73223551],[0.]
[8.84210019 3.91512118 8.46844577],[1.]
[9.0293098  2.32235372 2.66505026],[1.]
[0.505531   5.29538383 9.41459329],[0.]
[4.80622236 5.74004463 7.15933199],[1.]
[8.27935434 9.02986331 7.56896771],[1.]
[9.67002302 7.84655418 9.83020701],[1.]
[8.94052724 2.68253931 8.31244335],[1.]
[8.08982593 4.1302653  3.42995451],[1.]
[2.90568188 3.38376217 4.64742747],[0.]
[1.57683969 5.34005127 2.228234  ],[0.]
[6.52725743 6.74112392 7.86908132],[1.]
[0.66589432 7.32181993 7.3898377 ],[0.]
[1.18546518 6.14291342 2.76281566],[0.]
[9.14704274 9.07035028 5.7622065 ],[1.]
[9.22745965 6.61845552 3.72237826],[1.]
[1.21589348 6.92438221 7.59718412],[1.]
[5.08060824 7.25194563 9.48809884],[1.]
[3.15517676 5.84452776 2.45178245],[1.]
[8.77447477 0.09324973 0.84914643],[1.]
[6.51033902 6.87475525 3.38203452],[1.]
[2.69322098 6.64150469 2.85271656],[1.]
[7.30054703 3.71217862 9.27127507],[1.]
[5.74080932 4.92391405 0.14221369],[1.]
[6.68284818 2.47763048 9.18536226],[1.]
[9.07105333 8.33118173 8.25718635],[1.]
[2.28985416 5.54327347 7.94925452],[0.]
[3.38380584 8.19440155 5.68329289],[1.]
[8.41438166 2.20894473 1.74547505],[1.]
[1.36309655 8.04023627 9.64019246],[1.]
[3.45581213 7.18775855 1.213799  ],[1.]
[8.53338715 4.33350966 6.56383712],[1.]
[1.32535981 6.0422804  4.91123451],[0.]
[3.82487932 0.47499571 9.48776803],[0.]
[7.74790308 9.12785136 7.83136555],[1.]
[3.85205364 5.56662928 2.13374623],[1.]
[1.15545931 6.76515616 2.64418639],[0.]
[9.21012116 1.10206543 7.27399124],[1.]
[4.89659358 5.12001399 1.1742935 ],[1.]
[3.91808326 8.47850493 5.26404441],[1.]
[0.25226752 0.81308091 0.24849125],[0.]
[8.56656198 0.63552102 8.0955245 ],[1.]
[9.10874405 3.0833365  3.32330883],[1.]
[5.91409962 9.2862768  5.78394426],[1.]
[2.48352431 0.25583627 4.01821411],[0.]
[4.79479939 6.7523443  3.26375298],[1.]
[9.03855983 6.62996106 9.66961951],[1.]
[2.0276719  6.53708124 1.58238223],[1.]
[2.62330753 3.91048626 1.58932468],[0.]
[2.97855075 5.77951941 4.25733189],[1.]
[2.46390608 8.14872658 2.5269861 ],[1.]
[9.8478453  1.28660785 5.10244053],[1.]
[0.98141927 9.7388514  1.65005357],[1.]
[1.46185412 3.36222612 7.73794194],[0.]
[0.34382234 3.85634334 7.54996762],[0.]
[0.21100288 9.3890383  7.54334803],[1.]
[9.75329356 2.96396033 8.33029456],[1.]
[8.25393492 8.53685827 9.5866875 ],[1.]
[3.01375945 9.7843789  1.97368776],[1.]
[0.29986023 7.21438538 5.57098851],[0.]
[9.07968742 2.50147072 2.96858172],[1.]
[7.69706206 6.23203733 3.87232189],[1.]
[0.66171399 1.79533335 7.82396793],[0.]
[6.04319393 7.30875529 9.91561111],[1.]
[8.42140827 1.6724099  3.56656672],[1.]
[4.04790219 8.38638403 6.5200933 ],[1.]
[3.26993042 6.54085    2.14621874],[1.]
[7.63909055 3.00533106 7.68804433],[1.]
[3.70420241 0.08392903 1.90703388],[0.]
[5.79541371 3.27116625 8.55676698],[1.]
[9.1590776  2.39489549 8.91208283],[1.]
[6.66376385 6.07403518 2.3864865 ],[1.]
[8.37221816 8.00234379 8.11653979],[1.]
[8.90941288 1.51818616 1.03838361],[1.]
[0.6514643  9.10458838 2.30326056],[1.]
[7.77183971 7.70454371 4.75779057],[1.]
[6.85755842 6.93917287 2.7193574 ],[1.]
[2.17757059 5.27409778 0.67006378],[0.]
[4.74138021 6.65334501 2.67637779],[1.]
[7.85891055 6.75937636 2.35457042],[1.]
[3.89525091 7.36462361 7.92236436],[1.]
[2.71275727 0.92390905 6.09375017],[0.]
[2.38270171 5.41130219 3.37006031],[0.]
[5.1343062  9.81353103 0.62955175],[1.]
[2.9184209  0.85802917 0.10620575],[0.]
[7.09994578 1.10744013 3.69484305],[1.]
[6.95744784 8.46358499 6.47116259],[1.]
[3.32145689 1.9060699  3.29834857],[0.]
[8.03062396 5.6993786  2.18203277],[1.]
[5.09963286 5.8160605  0.99217213],[1.]
[5.68866895 4.8507269  5.19016751],[1.]
[3.20292341 5.45579557 2.10435096],[1.]
[6.60398392 8.40869205 6.85568226],[1.]
[0.63932516 8.4404381  5.03626   ],[1.]
[2.02067087 9.36360203 4.11381193],[1.]
[7.98251102 0.09477135 8.32772654],[1.]
[3.24724581 3.23934114 1.16355173],[0.]
[9.04227456 4.409478   8.53603716],[1.]
[6.31798095 1.95852624 0.17704113],[1.]
[0.33394594 5.49403951 6.52644904],[0.]
[5.23059071 6.10567835 0.84604275],[1.]
[2.21729269 3.78337206 2.80236172],[0.]
[1.86649767 9.72543425 0.15704456],[1.]
[8.18902879 9.79576302 9.14975437],[1.]
[3.31857513 2.43974147 8.42972865],[0.]
[4.22139559 3.49806116 5.6128712 ],[0.]
[7.12133941 2.94614201 2.18395858],[1.]
[6.17526691 6.46643421 6.56104891],[1.]
[1.83699456 1.10912503 4.14235915],[0.]
[8.42797481 5.43163842 5.26763322],[1.]
[0.24129044 9.20634196 3.00669387],[1.]
[4.84692288 7.28840486 2.94422181],[1.]
[4.50286234 1.30450029 2.019088  ],[0.]
[4.77540029 3.79596662 3.40891374],[1.]
[3.87511322 9.45743748 9.14458668],[1.]
[8.07132784 0.95081957 2.42632364],[1.]
[3.48394212 8.27616614 3.38669307],[1.]
[2.42187363 9.46832785 5.43819677],[1.]
[8.5234998  7.19155497 6.12671434],[1.]
[1.65050008 7.40776871 5.58061661],[1.]
[5.97048126 9.91462342 6.61992461],[1.]
[0.80409139 8.48021791 2.95888884],[1.]
[3.86373575 0.86461714 7.19926931],[0.]
[9.93884355 2.42531115 2.36101729],[1.]
[3.19808219 8.29033901 7.65675077],[1.]
[3.62807415 8.08553572 0.60186218],[1.]
[2.99787344 5.1909065  1.04915485],[1.]
[7.6518922  0.25919312 9.4112642 ],[0.]
[8.41437859 2.84198057 2.31163389],[1.]
[8.44515916 9.62217993 4.09531681],[1.]
[5.96945177 3.409764   0.3891381 ],[1.]
[4.36850574 1.57660256 7.73782223],[0.]
[4.73035659 0.16758344 9.23427026],[0.]
[3.29255084 4.21461341 3.36424196],[0.]
[5.4524851  3.41553317 2.05195259],[1.]
[4.16574727 8.52486669 0.52803172],[1.]
[6.97974312 7.29636331 3.09696687],[1.]
[4.04692974 7.35677558 3.43603436],[1.]
[8.34410427 7.30022982 7.43648476],[1.]
[8.74152111 9.45623698 5.39363591],[1.]
[4.8347974  0.71824518 5.65141183],[0.]
[4.56028687 4.09404904 7.87267157],[1.]
[5.15042522 9.18621122 6.38553253],[1.]
[7.69283482 5.67629184 0.55086551],[1.]
[6.0473125  3.14284122 8.23718938],[1.]
[4.0323409  1.15601868 1.75135178],[0.]
[3.30737418 6.17866125 7.39989908],[1.]
[2.62517247 3.21512877 0.06803567],[0.]
[1.22131581 6.27599701 6.16177994],[0.]
[7.56312116 6.94362332 7.27755676],[1.]
[0.51680106 7.52715495 1.20488772],[1.]
[3.68396353 9.81689836 1.44723952],[1.]
[7.20090881 2.01186619 5.21463275],[1.]
[4.51918635 2.20391172 6.78236865],[0.]
[9.15049103 8.38817891 2.457313  ],[1.]
[4.57810025 1.67691084 9.93334448],[0.]
[1.57891813 8.41362459 6.90621177],[1.]
[0.64528784 4.19640521 1.08315219],[0.]
[0.03458289 2.60986945 1.63317398],[0.]
[1.25350835 9.9899609  5.37382267],[1.]
[9.44829604 8.04425929 8.91235538],[1.]
[6.06458759 8.87822481 0.77405652],[1.]
[3.2238142  0.84181077 9.27948015],[0.]
[6.7932055  4.61668332 4.36066509],[1.]
[9.93958533 2.0087052  6.22964165],[1.]
[0.08188119 5.00135259 9.6982597 ],[0.]
[5.52423919 3.93615494 8.91298741],[1.]
[6.19089944 1.80870083 2.41331658],[0.]
